date,ON,ON_vol_bn,1W,1W_vol_bn,2W,2W_vol_bn,1M,1M_vol_bn,3M,3M_vol_bn,6M,6M_vol_bn,9M,9M_vol_bn
09/12/2016,4.08,10280,4.49,5012,5.07,1430,5.39,2132,5.72,670,6.24,441,7.24,10
12/12/2016,4.18,8726,4.63,2836,5.16,1676,5.48,2019,5.76,932,6.25,874,7.3,10
13/12/2016,4.32,8138,4.62,3566,5.21,2233,5.52,478,5.76,857,6.24,500,7.25,10
14/12/2016,4.38,7822,4.69,3398,5.24,1050,5.58,782,5.78,540,6.26,115,7.24,10
15/12/2016,4.58,8518,4.84,9067,5.34,2367,5.68,219,5.84,1859,6.31,120,7.28,20
16/12/2016,4.58,10023,4.93,8747,5.33,4122,5.7,710,5.83,655,6.4,229,7.34,20
19/12/2016,4.64,10994,4.94,5743,5.34,3212,5.71,1220,5.85,1390,6.4,140,7.28,20
20/12/2016,4.67,11717,4.95,5492,5.35,6840,5.7,715,5.84,2040,6.38,272,7.31,20
21/12/2016,4.66,11765,4.96,3673,5.32,3590,5.69,2177,5.82,420,6.35,430,7.31,20
22/12/2016,4.69,10898,4.96,6675,5.32,4882,5.69,2606,5.84,1559,6.4,329,7.28,20
23/12/2016,,10667,,7111,,7424,,1960,,550,,342,,20
26/12/2016,4.48,12922,4.91,4941,5.29,2581,5.65,540,5.83,1154,6.38,240,7.31,20
27/12/2016,4.48,9974,4.82,4131,5.21,2581,5.6,190,5.81,340,6.38,1935,7.34,20
28/12/2016,,8984,,4975,,4265,,118,,1151,,615,,20
29/12/2016,,10910,,6984,,3597,,290,,339,,740,,20
30/12/2016,,1070,,24418,,4742,,150,,933,,1533,,20
02/01/2017,4.35,,4.82,,5.21,,5.6,,5.81,,6.38,,7.34,
03/01/2017,4.45,4305,4.82,5798,5.21,2568,5.61,1160,5.83,933,6.38,1533,7.37,20
04/01/2017,4.4,5840,4.9,4683,5.3,1976,5.6,720,5.9,933,6.5,1533,7.4,20
05/01/2017,4.42,6585,4.82,3414,5.21,2790,5.58,1800,5.84,105,6.42,500,7.34,20
06/01/2017,4.34,5795,4.76,6358,5.1,4430,5.56,1831,5.8,499,6.38,500,7.34,20
09/01/2017,4.3,,4.73,,5.11,,5.52,,5.79,,6.37,,7.34,
10/01/2017,4.32,6135,4.72,3186,5.07,1232,5.48,784,5.79,620,6.36,303,7.31,20
11/01/2017,4.45,6979,4.7,2888,4.92,2487,5.3,682,5.7,303,6.4,303,7.2,20
12/01/2017,4.29,6340,4.68,3953,4.95,2979,5.3,600,5.67,20,6.36,303,7.3,20
13/01/2017,4.27,9589,4.69,1786,5,850,5.32,1232,5.67,145,6.36,9,7.3,20
16/01/2017,4.31,7942,4.71,1580,5.05,200,5.35,1778,5.68,113,6.35,9,7.29,20
17/01/2017,4.32,8984,4.71,2778,5.04,400,5.35,1941,5.7,550,6.4,10,7.33,20
18/01/2017,4.32,8875,4.71,4630,5.01,200,5.34,1022,5.69,125,6.4,10,7.33,20
19/01/2017,4.29,8599,4.68,2070,4.99,100,5.3,4873,5.66,130,6.34,10,7.3,20
20/01/2017,4.15,7272,4.75,709,4.95,310,5.28,3484,5.65,165,6.3,60,7.2,20
23/01/2017,4.28,6675,4.68,709,4.98,3895,5.3,3232,5.7,515,6.4,31,7.3,20
24/01/2017,4.2,10779,4.66,1385,4.93,22537,5.28,3132,5.66,6270,6.3,640,7.26,10
25/01/2017,4.21,10779,4.65,10179,4.94,8200,5.28,500,5.66,2200,6.35,42,7.33,10
26/01/2017,4.21,,4.65,,4.94,,5.28,,5.66,,6.35,,7.33,
30/01/2017,4.21,,4.65,,4.94,,5.28,,5.66,,6.35,,7.33,
31/01/2017,4.21,,4.65,,4.94,,5.28,,5.66,,6.35,,7.33,
01/02/2017,4.21,,4.65,,4.94,,5.28,,5.66,,6.35,,7.33,
02/02/2017,4.22,7086,4.68,4140,4.95,690,5.29,250,5.66,15,6.35,42,7.3,10
03/02/2017,4.21,5832,4.63,5193,4.93,2220,5.27,865,5.64,118,6.36,2,7.33,10
06/02/2017,4.1,5660,4.54,3830,4.82,3376,5.21,1035,5.61,3209,6.32,112,7.3,10
07/02/2017,4.04,5704,4.34,4347,4.61,2129,5.13,490,5.59,2000,6.34,15,7.33,10
08/02/2017,,7202,,4535,,2185,,1019,,3505,,10,,10
09/02/2017,3.87,4950,4.3,6579,4.52,4637,5.1,240,5.53,229,6.28,27,7.33,10
10/02/2017,3.74,9015,4.3,7279,4.53,5135,5.08,2081,5.51,229,6.34,20,7.31,10
13/02/2017,3.61,9690,4.28,6122,4.55,3778,5.08,1939,5.52,450,6.34,20,7.36,10
14/02/2017,3.59,7245,4.28,5731,4.6,3217,5.07,909,5.52,540,6.26,20,7.32,10
15/02/2017,3.73,6100,4.3,4037,4.66,2834,5.09,1400,5.56,103,6.21,9,7.28,10
16/02/2017,3.8,7215,4.34,9114,4.73,1645,5.09,1995,5.57,538,6.17,37,7.29,10
17/02/2017,4.05,15327,4.4,4885,4.79,2071,5.18,1470,5.59,37,6.19,52,7.29,10
20/02/2017,4.1,10,4.6,6727,4.85,1762,5.3,1571,5.65,2270,6.2,52,7.25,10
21/02/2017,3.99,11118,4.37,7078,4.69,1983,5.02,712,5.55,1970,6.23,38,7.29,10
22/02/2017,3.97,11040,4.36,6349,4.69,1753,5.04,595,5.54,500,6.23,10,7.29,10
23/02/2017,3.92,8905,4.36,11308,4.65,2341,5.07,1250,5.57,2405,6.22,10,7.28,10
24/02/2017,3.9,10195,4.36,6799,4.66,1882,5.06,977,5.54,1400,6.22,10,7.26,10
27/02/2017,3.89,16610,4.35,7537,4.65,4615,5.05,1450,5.53,1437,6.18,100,7.26,10
28/02/2017,3.9,16990,4.38,4245,4.65,509,5.05,795,5.53,299,6.18,10,7.22,10
01/03/2017,3.94,10635,4.42,8381,4.7,3438,5.07,650,5.53,54,6.17,10,7.25,10
02/03/2017,4.05,9630,4.45,10110,4.7,2488,5.1,1746,5.65,635,6.2,29,7.1,10
03/03/2017,3.92,,4.45,,4.7,,5.06,,5.51,,6.15,,7.2,
06/03/2017,3.93,10803,4.47,6287,4.72,1961,5.07,880,5.51,682,6.17,15,7.23,10
07/03/2017,3.95,10530,4.5,10605,4.76,3034,5.08,1980,5.52,257,6.16,15,7.2,10
08/03/2017,3.98,10822,4.51,6996,4.76,2745,5.09,1247,5.52,1565,6.16,15,7.2,10
09/03/2017,4.02,7815,4.54,11043,4.78,3494,5.09,1548,5.51,2,6.18,15,7.22,10
10/03/2017,4.01,9790,4.57,8848,4.78,4711,5.08,1443,5.53,329,6.16,15,7.16,10
13/03/2017,4.05,9200,4.61,6028,4.79,3293,5.1,1979,5.51,1700,6.15,15,7.16,10
14/03/2017,4.05,9000,4.61,6703,4.79,2665,5.1,394,5.51,1202,6.15,15,7.16,10
15/03/2017,,9428,,10923,,2316,,1390,,402,,94,,10
16/03/2017,4,,4.53,,4.74,,5.07,,5.5,,6.13,,7.08,
17/03/2017,4.02,8545,4.5,11968,4.74,2871,5.07,885,5.5,2000,6.13,25,7.08,10
20/03/2017,4.07,7435,4.6,8362,4.77,2191,5.08,1140,5.5,852,6.13,4,7.08,10
21/03/2017,4.1,9,4.64,5,4.81,5,5.09,465,5.5,1,6.12,20,7.07,10
22/03/2017,,10350,,6861,,6840,,614,,1652,,4,,10
23/03/2017,4.13,14,4.73,10,4.87,2,5.15,507,5.53,657,6.14,4,7.06,10
24/03/2017,4.1,9694,4.73,6139,4.89,3163,5.13,1660,5.55,1280,6.14,10,7.02,10
27/03/2017,4.1,17432,4.71,7724,4.89,2411,5.12,1074,5.55,1432,6.13,10,7.02,10
28/03/2017,4.12,12569,4.71,6292,4.88,1734,5.14,291,5.51,1335,6.1,10,7.01,10
29/03/2017,4.13,16385,4.74,6172,4.91,2107,5.16,40,5.56,662,6.13,51,6.98,10
30/03/2017,4.15,16219,4.82,7138,4.97,2301,5.23,228,5.56,1462,6.13,822,6.94,10
31/03/2017,4,12275,4.7,7782,4.95,4651,5.2,831,5.45,1607,6.08,10,6.95,10
03/04/2017,4.21,14707,4.8,9537,5,3005,5.23,1576,5.54,409,6.11,15,6.96,10
04/04/2017,4.21,14645,4.8,5163,5,1866,5.23,1483,5.54,1552,6.11,15,6.96,10
05/04/2017,4.1,14585,4.77,14045,4.95,1779,5.2,1194,5.54,1530,6.11,10,6.94,10
06/04/2017,4.1,,4.77,,4.95,,5.2,,5.54,,6.11,,6.94,
07/04/2017,4.09,12602,4.76,12977,4.92,6012,5.2,1642,5.53,405,6.1,513,6.93,10
10/04/2017,4.09,13715,4.76,11478,4.92,3673,5.2,1648,5.53,1033,6.1,513,6.93,10
11/04/2017,4.09,,4.76,,4.94,,5.2,,5.52,,6.08,,6.91,
12/04/2017,3.88,,4.55,,4.81,,5.07,,5.43,,5.79,,,
13/04/2017,3.9,10,4.55,7,4.81,2,5.07,255,5.42,115,5.78,2,,10
14/04/2017,4.05,14593,4.7,12493,4.89,3392,5.15,970,5.5,395,6.02,212,6.87,10
17/04/2017,4.03,14914,4.72,4934,4.89,2245,5.16,1005,5.5,1090,6.05,150,6.91,10
18/04/2017,4.07,17375,4.75,6640,4.91,2874,5.15,1210,5.5,1125,6.04,657,6.89,10
19/04/2017,4.06,14682,4.73,8170,4.91,1969,5.15,509,5.51,390,6.03,30,6.88,10
20/04/2017,4.08,14250,4.82,8943,4.95,3302,5.18,125,5.52,2224,6.04,20,6.88,10
21/04/2017,4.1,18052,4.82,4092,4.96,1999,5.19,1522,5.51,1119,6.02,20,6.86,10
24/04/2017,4.12,16751,4.83,4452,4.98,3399,5.21,983,5.51,2480,6.02,20,6.82,10
25/04/2017,4.16,18177,4.87,8306,5,4748,5.21,1010,5.51,1150,6.05,20,6.84,10
26/04/2017,4.18,16036,4.87,8095,4.99,6230,5.21,2946,5.52,5300,6.05,20,6.85,10
27/04/2017,4.27,16277,4.96,11298,5.09,6770,5.3,2840,5.53,6918,6.04,16,6.84,10
28/04/2017,4.27,280,4.96,22091,5.09,2506,5.3,2835,5.53,2400,6.04,47,6.84,10
01/05/2017,4.32,,4.98,,5.1,,5.31,,5.54,,6.05,,6.85,
02/05/2017,4.32,,4.98,,5.1,,5.31,,5.54,,6.05,,6.85,
03/05/2017,4.33,13192,5,12799,5.13,5920,5.38,2002,5.56,1755,6.06,47,6.87,10
04/05/2017,4.34,9808,5,11089,5.11,4180,5.31,2568,5.56,1864,6.06,751,6.86,10
05/05/2017,4.32,13679,5,8395,5.11,3109,5.3,2335,5.56,2400,6.07,310,6.85,10
08/05/2017,4.32,15438,4.95,6974,5.06,2601,5.3,2096,5.57,1539,6.06,510,6.86,10
09/05/2017,4.31,14372,4.83,10009,4.99,1765,5.26,1550,5.57,953,6.06,1065,6.86,10
10/05/2017,4.27,13192,4.85,15229,5.02,2320,5.26,1831,5.57,1364,6.06,28,6.85,10
11/05/2017,4.29,11841,4.86,10963,5.04,3846,5.28,900,5.57,1556,6.07,60,6.86,10
12/05/2017,4.27,14635,4.83,9092,4.99,5698,5.26,990,5.57,576,6.06,60,6.86,10
15/05/2017,4.26,14811,4.81,12980,4.97,2831,5.23,1842,5.54,1156,6.06,30,6.84,10
16/05/2017,4.21,15210,4.77,10805,4.93,4231,5.22,1108,5.53,510,6.04,30,6.84,10
17/05/2017,4.19,13338,4.76,10984,4.92,2855,5.21,2071,5.53,707,6.04,18,6.84,10
18/05/2017,4.08,10931,4.72,17479,4.84,2733,5.16,783,5.53,950,6.04,111,6.84,10
19/05/2017,,15051,,10571,,6484,,700,,320,,997,,10
22/05/2017,4.1,13117,4.75,8716,4.89,3013,5.17,500,5.52,968,6.04,997,6.82,10
23/05/2017,4.09,16333,4.75,9337,4.88,1982,5.16,1092,5.52,78,6.04,450,6.82,10
24/05/2017,3.7,15802,4.5,11185,4.7,1390,5.1,1012,5.4,1230,5.95,450,6.65,10
25/05/2017,3.8,12434,4.59,11368,4.76,2880,5.07,87,5.42,1571,6.02,30,6.78,10
26/05/2017,3.8,14827,4.58,10474,4.75,4666,5.08,663,5.4,357,6.02,35,6.78,10
29/05/2017,3.62,18037,4.58,8655,4.76,5777,5.08,1535,5.4,1502,6,81,6.76,10
30/05/2017,3.7,16752,4.58,15188,4.76,5600,5.08,2895,5.42,3929,5.97,150,6.69,10
31/05/2017,3.78,12498,4.62,12533,4.78,3725,5.09,2364,5.42,2500,5.95,150,6.73,10
01/06/2017,3.85,11509,4.64,15212,4.82,2460,5.11,1272,5.41,1680,5.97,150,6.74,10
02/06/2017,4.07,11828,4.8,9859,4.93,4202,5.17,824,5.46,980,6,326,6.73,10
05/06/2017,3.8,11870,4.59,11197,4.76,1956,5.11,1784,5.44,1980,5.97,2,6.71,10
06/06/2017,3.75,15100,4.58,11739,4.76,2440,5.1,581,5.44,2290,5.96,2,6.71,10
07/06/2017,3.73,,4.51,,4.74,,5.09,,5.43,,5.95,,6.72,
08/06/2017,3.7,,4.49,,4.72,,5.08,,5.41,,5.92,,6.7,
09/06/2017,3.7,10986,4.49,9997,4.72,5433,5.08,795,5.41,210,5.92,250,6.7,10
12/06/2017,3.68,12097,4.47,16746,4.7,2893,5.07,1137,5.42,600,5.95,330,6.71,10
13/06/2017,3.67,10300,4.41,8919,4.62,3883,5.05,740,5.41,450,5.94,330,6.72,10
14/06/2017,3.66,11048,4.38,11995,4.6,1410,5.04,864,5.39,236,5.93,330,6.72,10
15/06/2017,3.63,13687,4.37,16095,4.6,3522,5.03,718,5.38,236,5.92,330,6.65,10
16/06/2017,3.63,11155,4.36,13552,4.61,6187,5.02,526,5.38,350,5.88,44,6.63,10
19/06/2017,3.65,14773,4.39,10787,4.62,4434,5.03,1619,5.38,1085,5.87,540,6.6,10
20/06/2017,3.64,13026,4.39,9182,4.61,2346,4.95,710,5.33,480,5.84,60,6.51,10
21/06/2017,3.62,16599,4.37,13127,4.57,3637,4.94,476,5.3,1045,5.8,62,6.45,10
22/06/2017,3.62,13977,4.37,10954,4.57,5137,4.94,1010,5.3,513,5.8,283,6.45,10
23/06/2017,3.63,14222,4.39,13832,4.57,7457,4.95,520,5.26,663,5.77,62,6.41,25
26/06/2017,3.66,17563,4.39,18791,4.58,5212,4.96,1640,5.22,1736,5.76,655,6.4,25
27/06/2017,3.7,17221,4.37,12397,4.57,3558,4.95,3650,5.26,1013,5.77,809,6.42,25
28/06/2017,3.73,13735,4.39,12046,4.59,4582,4.96,630,5.26,1189,5.77,310,6.42,25
29/06/2017,3.72,14000,4.35,13637,4.56,8754,4.97,1593,5.26,2308,5.78,35,6.42,25
30/06/2017,3.7,11600,4.35,8147,4.55,5884,4.94,2981,5.25,2240,5.75,515,6.41,25
03/07/2017,3.73,11375,4.36,12914,4.55,5160,4.96,582,5.25,1650,5.78,505,6.45,25
04/07/2017,3.7,15293,4.35,10588,4.54,2570,4.94,550,5.25,650,5.75,505,6.41,25
05/07/2017,3.7,11910,4.35,7757,4.54,5146,4.94,1085,5.25,1130,5.75,457,6.41,25
06/07/2017,3.69,10988,4.33,11586,4.53,4492,4.96,570,5.29,500,5.76,457,6.42,25
07/07/2017,3.71,12183,4.3,10126,4.48,4857,4.91,1207,5.21,600,5.69,48,6.31,25
10/07/2017,3.57,13314,4.14,10296,4.33,5417,4.82,1422,5.15,57,5.58,48,6.28,25
11/07/2017,3.56,13490,4.02,10309,4.26,2825,4.75,476,5.11,220,5.54,48,6.24,25
12/07/2017,,11840,,9673,,3932,,1316,,341,,48,,25
13/07/2017,3.49,,4,,4.19,,4.7,,5.05,,5.48,,6.17,
14/07/2017,3.54,12954,4.04,13825,4.23,5487,4.73,1252,5.07,67,5.51,300,6.16,25
17/07/2017,3.41,13575,4.01,10820,4.17,3913,4.72,1427,5.03,150,5.52,310,6.18,25
18/07/2017,3.27,12795,3.96,7691,4.16,4779,4.63,500,5.01,150,5.47,310,6.17,25
19/07/2017,3.25,9570,3.89,9519,4.07,1830,4.57,250,4.88,300,5.39,10,5.97,25
20/07/2017,3.28,9289,3.89,16316,4.1,6294,4.53,505,4.82,50,5.36,15,5.95,25
21/07/2017,3.28,12651,3.89,12823,4.1,9133,4.53,1254,4.82,160,5.36,300,5.95,25
24/07/2017,3.36,12914,4.15,11293,4.35,11227,4.68,1309,4.92,640,5.44,10,5.92,25
25/07/2017,3.36,13711,4.12,8735,4.35,10616,4.64,971,4.9,328,5.44,10,5.88,25
26/07/2017,3.34,14215,4.14,3761,4.36,2718,4.62,2031,4.92,500,5.44,10,5.93,25
27/07/2017,3.36,8675,4.22,7366,4.42,5222,4.67,3300,4.89,1020,5.41,10,5.86,25
28/07/2017,3.36,11453,4.27,12223,4.48,9747,4.71,2804,4.91,4400,5.45,25,5.9,25
31/07/2017,3.36,17809,4.14,8643,4.38,7575,4.65,2529,4.91,4550,5.45,150,5.89,25
01/08/2017,3.34,11751,4.11,7428,4.38,4767,4.62,1103,4.9,947,5.46,150,5.83,250
02/08/2017,3.34,10015,4.11,8222,4.38,2526,4.62,1518,4.9,1303,5.46,150,5.83,25
03/08/2017,3.32,9572,4.07,7764,4.38,4960,4.65,1308,4.89,1614,5.45,15,5.87,25
04/08/2017,3.34,8475,4.09,7289,4.37,6033,4.65,2195,4.87,3230,5.46,15,5.87,25
07/08/2017,3.37,14374,4.09,9665,4.39,4775,4.66,2162,4.88,1330,5.46,15,5.88,25
08/08/2017,3.38,15333,4.17,5450,4.49,5847,4.73,1674,4.93,22,5.5,60,5.9,25
09/08/2017,3.42,14355,4.19,8024,4.46,5334,4.73,1645,4.92,608,5.5,180,5.9,25
10/08/2017,3.41,12232,4.19,11943,4.5,9018,4.77,1750,4.96,73,5.51,20,5.92,25
11/08/2017,,11716,,5995,,8319,,1649,,754,,20,,25
14/08/2017,,13766,,9066,,4912,,1900,,408,,20,,25
15/08/2017,3.46,16951,4.24,7341,4.47,4687,4.76,1379,4.96,334,5.55,25,5.92,25
16/08/2017,3.45,11810,4.25,7099,4.54,4708,4.78,1772,4.97,730,5.56,25,5.95,25
17/08/2017,3.45,12843,4.28,7015,4.54,5386,4.81,656,4.98,265,5.59,4,5.99,25
18/08/2017,3.5,15309,4.28,5484,4.55,2844,4.82,2083,5,564,5.59,4,5.98,25
21/08/2017,3.86,13459,4.31,8741,4.59,6083,4.86,1618,5.04,113,5.6,7,6,25
22/08/2017,3.86,15820,4.31,8077,4.6,3729,4.86,1519,5.06,221,5.63,10,6,25
23/08/2017,3.93,14756,4.35,13414,4.62,3626,4.87,866,5.07,726,5.63,421,6.01,25
24/08/2017,4.03,9510,4.46,9097,4.69,3909,4.99,1780,5.12,30,5.65,316,6.02,25
25/08/2017,,18870,,6469,,5415,,1776,,90,,712,,25
28/08/2017,4.11,16279,4.46,5514,4.76,6735,4.99,2764,5.18,1865,5.65,712,6.04,25
29/08/2017,4.11,10012,4.46,4806,4.76,3722,4.99,1457,5.18,2750,5.65,2,6.04,25
30/08/2017,4.16,9787,4.42,3838,4.72,2210,4.99,1206,5.18,2136,5.7,2,6.1,25
31/08/2017,4.16,13171,4.42,11731,4.74,4000,4.98,945,5.2,790,5.71,40,6.12,25
01/09/2017,3.9,13171,4.25,17169,4.65,7554,4.9,1324,5.1,1940,5.6,40,6.05,25
04/09/2017,4.11,,4.29,,4.65,,4.94,,5.15,,5.65,,6.08,
05/09/2017,4.11,12396,4.29,10161,4.65,3525,4.94,1230,5.15,1269,5.65,40,6.08,25
06/09/2017,3.95,13015,4.18,12412,4.47,3584,4.74,1031,5.03,1190,5.57,15,6.01,25
07/09/2017,4,11276,4.21,12870,4.48,4141,4.83,792,5.01,1020,5.58,20,6.02,25
08/09/2017,4.01,16398,4.21,16414,4.48,4850,4.81,805,5.02,2663,5.59,437,6.03,25
11/09/2017,4.05,17365,4.25,10501,4.49,4097,4.84,1534,5.01,479,5.58,25,6.02,25
12/09/2017,3.99,13728,4.14,10646,4.43,2917,4.77,380,5,479,5.59,400,6.02,25
13/09/2017,4.02,10270,4.15,10394,4.41,3041,4.76,277,4.97,425,5.59,400,6.02,25
14/09/2017,4,10919,4.18,13352,4.46,6034,4.76,943,4.97,20,5.58,400,6.01,25
15/09/2017,4,14467,4.2,9064,4.41,3897,4.74,1138,4.98,370,5.58,25,6.01,25
18/09/2017,4.02,12828,4.2,11970,4.41,3869,4.75,2059,4.97,318,5.58,25,5.99,25
19/09/2017,4.01,,4.17,,4.42,,4.72,,4.96,,5.57,,6,
20/09/2017,4.02,10489,4.16,7516,4.43,7299,4.74,778,4.96,155,5.58,92,6,25
21/09/2017,4.02,9688,4.16,6221,4.43,5810,4.74,1096,4.96,379,5.58,30,6,25
22/09/2017,4.01,11846,4.17,6220,4.47,10932,4.73,1553,4.96,1664,5.58,30,6,25
25/09/2017,4.02,16817,4.18,10219,4.46,5395,4.76,2448,4.98,53,5.58,30,6,25
26/09/2017,4.02,17154,4.18,5976,4.46,2155,4.76,800,4.98,120,5.58,30,6,25
27/09/2017,4.01,13562,4.16,6037,4.43,3583,4.73,1611,4.96,108,5.58,30,6,25
28/09/2017,4.01,13415,4.15,9535,4.4,4129,4.71,2340,4.96,108,5.57,460,6,25
29/09/2017,4,21331,4.16,10131,4.4,4627,4.71,1422,4.97,1987,5.57,20,6,25
02/10/2017,4,10737,4.16,13573,4.4,5193,4.71,1750,4.96,1000,5.57,20,6,25
03/10/2017,3.94,11246,4.11,8788,4.38,3973,4.68,618,4.96,1000,5.56,10,5.99,25
04/10/2017,3.93,12172,4.11,6049,4.37,2137,4.66,748,4.95,191,5.55,10,5.98,25
05/10/2017,3.91,9337,4.11,6065,4.38,1936,4.67,1063,4.96,210,5.55,250,5.99,25
06/10/2017,3.93,12645,4.09,7090,4.35,6823,4.65,495,4.95,2205,5.54,250,5.98,25
09/10/2017,3.88,12782,4.08,10071,4.32,6186,4.63,1748,4.93,2501,5.53,250,5.98,25
10/10/2017,3.73,12728,4.03,10298,4.24,5464,4.55,2310,4.85,2501,5.53,250,5.97,25
11/10/2017,3.68,12675,4.01,10323,4.28,3210,4.6,1182,4.85,195,5.54,399,5.96,25
12/10/2017,3.71,12010,4.04,9462,4.29,5329,4.59,880,4.86,355,5.56,267,5.97,25
13/10/2017,3.72,13117,4.04,7885,4.29,5200,4.59,470,4.85,544,5.55,267,5.95,25
16/10/2017,3.72,14567,4.04,9301,4.3,4297,4.59,1271,4.88,50,5.53,267,5.96,25
17/10/2017,3.75,14256,4.05,6751,4.3,3053,4.59,674,4.88,50,5.53,490,5.96,25
18/10/2017,3.78,12530,4.06,9661,4.31,4377,4.6,620,4.89,356,5.54,441,5.97,25
19/10/2017,3.79,9475,4.06,6683,4.31,2520,4.59,582,4.9,30,5.53,220,5.97,25
20/10/2017,3.79,15422,4.07,8115,4.35,5768,4.61,1074,4.9,419,5.53,20,5.97,25
23/10/2017,3.79,11935,4.09,5509,4.35,8360,4.61,1282,4.9,208,5.52,205,5.98,6
24/10/2017,3.83,11712,4.13,7380,4.35,4735,4.62,943,4.9,380,5.53,550,5.98,6
25/10/2017,3.85,10522,4.12,10027,4.35,3181,4.63,930,4.9,411,5.54,15,5.99,6
26/10/2017,3.84,10515,4.13,13706,4.35,6903,4.63,350,4.9,516,5.54,2,5.99,6
27/10/2017,3.84,13476,4.11,14729,4.35,5610,4.61,778,4.9,226,5.54,27,5.99,6
30/10/2017,3.86,20917,4.12,8385,4.35,6241,4.62,125,4.9,751,5.55,27,5.99,6
31/10/2017,3.86,22494,4.12,8998,4.35,3849,4.62,1200,4.9,286,5.55,3,5.99,6
01/11/2017,3.82,9662,4.1,8579,4.34,5315,4.63,590,4.88,662,5.52,8,5.98,6
02/11/2017,3.82,11542,4.1,9383,4.34,3007,4.63,1675,4.88,250,5.52,502,5.98,6
03/11/2017,3.82,12066,4.07,10788,4.29,4407,4.58,791,4.91,1080,5.53,231,5.99,6
06/11/2017,3.81,15350,4.08,8801,4.3,2892,4.6,725,4.88,362,5.5,30,5.97,6
07/11/2017,3.87,13323,4.1,6649,4.32,4700,4.6,1193,4.88,450,5.52,30,5.98,6
08/11/2017,3.91,9451,4.11,10371,4.34,6334,4.61,1180,4.88,821,5.5,30,5.98,6
09/11/2017,3.91,10106,4.11,9568,4.34,4434,4.61,1698,4.88,821,5.5,30,5.98,6
10/11/2017,3.95,12887,4.13,8957,4.34,4934,4.64,1498,4.92,2500,5.5,30,5.98,6
13/11/2017,3.96,13727,4.12,7766,4.35,3346,4.64,1263,4.92,920,5.53,30,5.99,500
14/11/2017,3.99,15688,4.13,4355,4.36,2630,4.64,1740,4.95,3072,5.58,35,6,500
15/11/2017,3.98,13023,4.13,10761,4.36,3129,4.64,992,4.96,1319,5.58,20,6.01,500
16/11/2017,4.01,12809,4.13,8743,4.35,2389,4.63,1000,4.96,200,5.58,100,6,500
17/11/2017,4.02,14839,4.15,6535,4.36,2492,4.63,2614,4.96,561,5.58,496,6,500
20/11/2017,4.05,6726,4.17,7980,4.39,2117,4.63,696,4.96,720,5.58,25,6,500
21/11/2017,4.07,11055,4.19,6438,4.43,4277,4.65,1959,4.99,520,5.58,25,6,500
22/11/2017,4.07,10246,4.19,4505,4.43,4758,4.65,2605,4.99,700,5.58,5,6,500
23/11/2017,4.08,,4.17,,4.4,,4.64,,4.98,,5.58,,6.04,
24/11/2017,4.05,,4.11,,4.38,,4.64,,4.98,,5.57,,6,
27/11/2017,3.99,,4.1,,4.35,,4.63,,4.98,,5.58,,6,
28/11/2017,3.98,12801,4.1,3572,4.34,2105,4.61,410,4.96,1470,5.58,10,6,500
29/11/2017,3.98,8747,4.1,7692,4.34,3398,4.61,900,4.96,1803,5.58,80,6,500
30/11/2017,3.96,10017,4.1,4801,4.33,4544,4.6,1520,4.96,368,5.51,140,5.98,500
01/12/2017,3.95,15962,4.09,5251,4.33,3660,4.59,855,4.96,2,5.55,80,6,500
04/12/2017,3.99,16662,4.13,7105,4.37,2409,4.61,2277,4.96,3500,5.55,80,6,500
05/12/2017,3.98,13238,4.14,6049,4.38,2313,4.62,830,4.96,2875,5.55,60,6,500
06/12/2017,3.98,12845,4.14,5008,4.38,953,4.62,1358,4.96,2750,5.53,100,5.99,160
07/12/2017,3.93,8878,4.11,7515,4.34,1228,4.6,2211,4.95,2428,5.52,100,5.98,160
08/12/2017,3.93,6906,4.11,3525,4.34,2449,4.6,490,4.95,1500,5.52,100,5.98,160
11/12/2017,3.88,14204,4.07,7294,4.31,2110,4.58,1390,4.95,1859,5.51,50,5.97,186
12/12/2017,3.85,11764,4.05,4142,4.24,1070,4.53,1098,4.9,3046,5.49,50,5.97,186
13/12/2017,3.77,15514,3.97,5734,4.11,2067,4.5,1579,4.78,2857,5.38,854,5.9,186
14/12/2017,3.71,,3.95,,4.08,,4.47,,4.77,,5.36,,5.85,
15/12/2017,3.63,13431,3.91,9055,4.08,2900,4.47,1709,4.77,3939,5.37,260,5.84,186
18/12/2017,3.57,11728,3.87,4719,4.1,3220,4.46,1960,4.76,2973,5.37,100,5.82,186
19/12/2017,3.56,13531,3.78,5079,4.01,2944,4.43,1971,4.73,1456,5.33,663,5.79,186
20/12/2017,3.45,16419,3.69,6426,3.94,3503,4.36,3082,4.71,1197,5.29,6,5.83,186
21/12/2017,3.3,12181,3.54,8372,3.83,3250,4.3,726,4.65,1020,5.21,1008,5.71,186
22/12/2017,3.22,13462,3.47,8992,3.77,6405,4.26,1326,4.62,793,5.19,294,5.67,186
25/12/2017,3.22,21427,3.47,9000,3.77,5879,4.26,4165,4.62,1073,5.19,70,5.67,11
26/12/2017,3.56,21954,3.89,7744,4.05,3329,4.35,2073,4.59,422,5.19,60,5.68,11
27/12/2017,,,,,,,,,,,,,,
28/12/2017,,,,,,,,,,,,,,
29/12/2017,,350,,43513,,6506,,6420,,851,,10,,11
